image_id,input_path,gt_path,pred_path,psnr,ssim,blur_score,saturation_ratio,dark_ratio,edge_density,entropy,brightness,contrast,gt_brightness,gt_contrast
GOPR0384_11_00_000001,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000001,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000001,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000001.png,34.46531399935524,0.9603568911552429,17.81680253393385,0.0040646701388888885,0.02268988715277778,0.011161024305555555,7.294192137207119,0.5012347707312091,0.16605023197880206,0.5012647271582243,0.18319216131801533
GOPR0384_11_00_000002,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000002,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000002,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000002.png,34.141196473764495,0.9590704441070557,21.302164178424412,0.007258029513888889,0.01864691840277778,0.013811848958333333,7.300985329207272,0.5078793487881264,0.16801670561834064,0.5076679261982571,0.1839447006367201
GOPR0384_11_00_000003,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000003,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000003,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000003.png,34.984096276040134,0.9653009176254272,31.367740430420998,0.013414713541666666,0.01712890625,0.02719943576388889,7.346435322484835,0.5137042526211874,0.17507794458502443,0.5139063095724401,0.18744313061727605
GOPR0384_11_00_000004,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000004,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000004,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000004.png,30.692452791010233,0.9363613724708557,29.496723022460927,0.02001736111111111,0.016395399305555555,0.030587022569444445,7.3611015570951075,0.5169457039760349,0.17980658731911572,0.5168363289760349,0.1903036264188568
GOPR0384_11_00_000005,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000005,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000005,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000005.png,36.005092076537764,0.974330484867096,33.02595463109428,0.027730034722222224,0.01632052951388889,0.033499348958333335,7.370847405450268,0.5191232723992375,0.18615738019417372,0.5194220920138889,0.19611750633207525
GOPR0384_11_00_000006,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000006,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000006,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000006.png,35.600533570761115,0.9723483324050903,53.482340075164394,0.03096462673611111,0.01761284722222222,0.03933159722222222,7.366604947879465,0.5144937704248367,0.18866128824933995,0.513772577954793,0.197439571341342
GOPR0384_11_00_000007,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000007,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000007,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000007.png,36.900029158138416,0.9791243672370911,68.34110541720449,0.03668728298611111,0.02199001736111111,0.050622829861111114,7.38518623545581,0.5107617230051743,0.1959886479541632,0.5111407569104031,0.2014754824199645
GOPR0384_11_00_000008,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000008,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000008,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000008.png,35.80474709767198,0.972257673740387,31.207344782651493,0.03915798611111111,0.022299262152777777,0.02984049479166667,7.371126849861164,0.509968881910403,0.19574195455183457,0.5099433508646515,0.20500293590624585
GOPR0384_11_00_000009,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000009,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000009,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000009.png,37.27447271896747,0.9816927313804626,69.14905048932557,0.049013671875,0.024120008680555555,0.04826497395833333,7.368643179033779,0.5100949286832789,0.20374915946985173,0.5102159415849673,0.20861141582587317
GOPR0384_11_00_000010,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000010,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000010,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000010.png,37.1841173306532,0.982254683971405,89.67467357464074,0.04939236111111111,0.02729058159722222,0.05402452256944444,7.357335683324796,0.5029202154820261,0.204516083070022,0.5040628574346405,0.20854999553773876
GOPR0384_11_00_000011,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000011,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000011,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000011.png,36.01220097446087,0.9745291471481323,47.912516857528715,0.050620659722222225,0.026813151041666667,0.03844184027777778,7.341385871030186,0.5013197465618192,0.20315574218584076,0.5020640276075707,0.21038991046084674
GOPR0384_11_00_000012,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000012,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000012,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000012.png,35.30001056020508,0.9715373516082764,49.67626471201577,0.05726019965277778,0.030755208333333332,0.04022243923611111,7.325951708628114,0.5008023173679194,0.2081750173878689,0.5005416156045751,0.2149976542881222
GOPR0384_11_00_000013,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000013,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000013,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000013.png,34.4462839518858,0.9652575254440308,37.037365270345006,0.058712022569444446,0.023633897569444444,0.020330946180555556,7.296331310890407,0.4970764442061547,0.20519915566956765,0.49622896241830067,0.21670490033093195
GOPR0384_11_00_000014,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000014,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000014,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000014.png,33.1434648617893,0.9542416930198669,20.769796075590158,0.046264105902777776,0.027153862847222224,0.010657552083333334,7.3177723494484015,0.4832946580541939,0.19791820663275528,0.48428572644335516,0.21354956732869038
GOPR0384_11_00_000015,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000015,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000015,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000015.png,33.678993703087784,0.9585899710655212,21.063145129534647,0.03415798611111111,0.028187934027777778,0.011558159722222221,7.338269596047828,0.4706225319989107,0.18956465755142166,0.470250480834695,0.2058705625546281
GOPR0384_11_00_000016,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000016,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000016,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000016.png,36.239608001968044,0.9769227504730225,44.6445339743108,0.028502604166666667,0.039778645833333334,0.03382269965277778,7.406752403689975,0.4648607579316449,0.1933534365005348,0.464785462622549,0.20342305022091153
GOPR0384_11_00_000017,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/input.lmdb:GOPR0384_11_00_000017,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/datasets/GoPro/test/target.lmdb:GOPR0384_11_00_000017,/home/xuanqi/nafnet-vm-course-project/third_party/NAFNet/results/NAFNet-GoPro-width64-test/visualization/gopro-test/GOPR0384_11_00_000017.png,31.845172216598584,0.9507179260253906,24.224926378197132,0.01731228298611111,0.03404079861111111,0.02026584201388889,7.379679852451197,0.4580153441584967,0.18074488149007117,0.4566916402845861,0.19600819980324422
